Date,Drought Level Index,Precipitation_in,Temperature_C,Vegetation,Evapotranspiration,County
2013-08,4.026875,1.31,42.44245,0.3154,3.8843,Dawson
2013-09,3.4668,2.17,36.95585,0.3258,4.897,Dawson
2013-10,3.23974,1.58,28.37743333,0.3012,3.608666667,Dawson
2013-11,3.45685,0.38,22.361775,0.2656,4.51285,Dawson
2013-12,3.13346,1.73,12.195275,0.2255,4.955575,Dawson
2014-01,3.0564,0,15.422275,0.2124,3.564675,Dawson
2014-02,3.01315,0.9,19.495775,0.21665,4.621775,Dawson
2014-03,3.165875,0.12,28.90825,0.23715,2.0271,Dawson
2014-04,3.89906,0.2,33.2118,0.24595,2.223766667,Dawson
2014-05,4.665725,2.61,41.867275,0.23165,2.3172,Dawson
2014-06,3.588925,3.51,41.715225,0.27825,3.5869,Dawson
2014-07,3.509,0.9,43.926425,0.30725,3.37225,Dawson
2014-08,3.547125,0.91,42.76975,0.3437,3.40985,Dawson
2014-09,2.75264,7.67,31.652725,0.40765,8.82275,Dawson
2014-10,1.9469,0.05,30.12046667,0.3999,5.614766667,Dawson
2014-11,1.457075,1.63,17.59365,0.31705,4.716125,Dawson
2014-12,1.4118,0.47,15.606075,0.2508,5.303725,Dawson
2015-01,1.24855,1.51,14.0345,0.2444,6.15625,Dawson
2015-02,0.82405,0.37,19.665475,0.23685,6.4939,Dawson
2015-03,0.97654,0.69,31.1476,0.2577,4.841375,Dawson
2015-04,0.70595,2.22,33.78653333,0.297,4.683333333,Dawson
2015-05,0.1308,8.64,31.557625,0.2871,7.278175,Dawson
2015-06,0,2.61,39.115475,0.3063,6.291125,Dawson
2015-07,0,2.1,41.37505,0.40445,6.13665,Dawson
2015-08,0.001275,1.81,39.0057,0.42735,5.942475,Dawson
2015-09,1.40102,0.64,36.0581,0.3822,5.345,Dawson
2015-10,1.7859,4.32,27.20736667,0.3281,4.959966667,Dawson
2015-11,0.004875,2.43,19.559675,0.26595,4.531925,Dawson
2015-12,0,1.7,10.8017,0.22745,3.968225,Dawson
2016-01,0,0.29,15.239475,0.2319,4.945675,Dawson
2016-02,0,0.13,23.72936667,0.23095,2.6337,Dawson
2016-03,0.18738,0.36,28.18265,0.25135,3.098375,Dawson
2016-04,0.625675,1.93,34.101175,0.27945,4.627675,Dawson
2016-05,0,2.67,38.8931,0.2611,6.198,Dawson
2016-06,0,3.1,41.64435,0.2809,5.002675,Dawson
2016-07,0.8667,1.69,44.336475,0.33025,3.257525,Dawson
2016-08,2.22556,4.35,37.07355,0.36975,6.414125,Dawson
2016-09,1.259525,4.31,32.085525,0.44845,7.87875,Dawson
2016-10,1.0376,0.26,30.166425,0.3647,6.13575,Dawson
2016-11,0.94972,3.09,18.80026667,0.277,4.133066667,Dawson
2016-12,0,1.08,15.099975,0.2578,4.79525,Dawson
2017-01,0,1.81,15.76415,0.23245,4.2736,Dawson
2017-02,0,0.93,22.905625,0.23645,3.49815,Dawson
2017-03,0.15045,0.11,30.42075,0.27475,3.957475,Dawson
2017-04,0,2.23,33.74003333,0.287,4.831333333,Dawson
2017-05,0.4661,0.07,40.185625,0.2615,3.324675,Dawson
2017-06,1.019925,3.42,43.0623,0.2677,3.3998,Dawson
2017-07,0.018775,1.65,42.76365,0.32645,4.04235,Dawson
2017-08,0,2.73,36.915625,0.4259,6.90675,Dawson
2017-09,0.01395,3.06,35.36225,0.38425,7.283,Dawson
2017-10,0,0.49,28.26283333,0.3591,4.256966667,Dawson
2017-11,0.782125,0.43,23.543,0.27745,3.672725,Dawson
2017-12,1.72635,0.21,14.042425,0.24155,3.96275,Dawson
2018-01,3.00802,0,15.7062,0.2256,3.28715,Dawson
2018-02,3.999275,0.14,21.5236,0.222,4.17065,Dawson
2018-03,4,0.86,29.719075,0.2215,1.910975,Dawson
2018-04,3.966925,0,33.91426667,0.23755,2.3083,Dawson
2018-05,3.57842,1.1,44.17215,0.2241,1.91645,Dawson
2018-06,2.945375,1.82,43.929575,0.23915,1.819,Dawson
2018-07,2.15796,1.24,44.68605,0.2708,2.027975,Dawson
2018-08,2.5094,2.69,40.677275,0.32565,3.920475,Dawson
2018-09,2.48755,2.99,31.52115,0.36095,8.041025,Dawson
2018-10,0.6303,5.39,20.6701,0.321,7.726566667,Dawson
2018-11,0,0.52,18.667875,0.27065,4.38975,Dawson
2018-12,0,1.36,11.94025,0.2507,5.5037,Dawson
2019-01,0,0.08,14.515575,0.2401,5.02895,Dawson
2019-02,0.999625,0,18.794625,0.24335,4.58945,Dawson
2019-03,0.75,1.21,25.883925,0.26405,4.842325,Dawson
2019-04,0,3.35,32.6739,0.30785,5.795366667,Dawson
2019-05,0,2.29,35.369925,0.2915,6.597325,Dawson
2019-06,0,1.88,41.13705,0.27745,5.176075,Dawson
2019-07,0.23374,1.32,42.94145,0.3402,3.97395,Dawson
2019-08,2.2289,0.97,42.9241,0.3674,4.118,Dawson
2019-09,2.563925,3.59,34.990875,0.3975,6.592175,Dawson
2019-10,0.2,0.2,30.01206667,0.311,4.155333333,Dawson
2019-11,0,2.78,18.11735,0.2403,5.013775,Dawson
2019-12,0,0.11,14.99745,0.2288,4.022625,Dawson
2020-01,0,0.7,15.858025,0.2373,4.15455,Dawson
2020-02,0,0.58,18.6395,0.2429,6.139525,Dawson
2020-03,0,2.9,26.714175,0.27695,5.6507,Dawson
2020-04,0,0.16,36.261225,0.2913,4.08145,Dawson
2020-05,0.2371,0.97,42.48236667,0.2479,3.674633333,Dawson
2020-06,0.34068,1.29,44.949125,0.23355,2.3858,Dawson
2020-07,0.983175,1.55,45.7933,0.25905,1.74885,Dawson
2020-08,1.7722,0.69,45.893575,0.2788,2.028,Dawson
2020-09,2.44626,1.15,37.43275,0.26975,4.18585,Dawson
2020-10,3.18165,0.39,29.9073,0.2415,3.10985,Dawson
2020-11,2.7999,0.14,24.42733333,0.2264,3.5196,Dawson
2020-12,3.54992,0.63,18.015575,0.2211,3.215175,Dawson
2021-01,2.886025,0.75,12.673025,0.215,4.44115,Dawson
2021-02,2.9308,0.05,22.69223333,0.223,2.732,Dawson
2021-03,2.96772,0.17,30.180425,0.2353,2.748725,Dawson
2021-04,2.0159,1.31,37.10496667,0.2375,3.6177,Dawson
2021-05,1.868675,4.26,32.9405,0.2541,6.088325,Dawson
2021-06,0.13634,6.42,43.14235,0.2627,5.27245,Dawson
2021-07,0,2.99,37.838775,0.37965,6.9319,Dawson
2021-08,0,1.67,37.1175,0.45485,9.006825,Dawson
2021-09,0.374625,0.72,35.623775,0.41,6.618675,Dawson
2021-10,1.3078,0.23,31.95346667,0.3386,3.680933333,Dawson
2021-11,2.38408,0,24.44965,0.2729,3.3236,Dawson
2021-12,2.89985,0,19.2348,0.2344,2.0858,Dawson
2000-02,1.47078,0.19,24.2055,0.2205,2.4364,Floyd
2000-03,1.7528,3.12,26.152125,0.22785,3.97355,Floyd
2000-04,0.25,2.48,33.06665,0.2904,3.675075,Floyd
2000-05,0.18578,0.45,41.91356667,0.30655,3.210566667,Floyd
2000-06,0.01685,5.19,36.598725,0.40285,9.343125,Floyd
2000-07,0.0329,0.8,40.3929,0.4365,7.03845,Floyd
2000-08,0.2,0,42.886975,0.35825,3.3412,Floyd
2000-09,2.75,0,40.70145,0.303,2.785575,Floyd
2000-10,3.4301,2.66,23.3475,0.2805,6.610925,Floyd
2000-11,1.02735,1.18,12.53086667,0.2542,5.441,Floyd
2000-12,0.96935,0.78,9.18535,0.23935,5.476925,Floyd
2001-01,0.6881,0.89,8.576175,0.259,5.920625,Floyd
2001-02,0.1022,0.64,16.66715,0.27865,5.793075,Floyd
2001-03,0.023175,3.09,21.75095,0.2983,6.4597,Floyd
2001-04,0,0.04,31.75026667,0.31795,5.402933333,Floyd
2001-05,0,3.41,37.582,0.3376,6.276775,Floyd
2001-06,0.491725,1.02,41.0798,0.35725,3.90325,Floyd
2001-07,2.29882,0.73,44.340625,0.3769,3.585225,Floyd
2001-08,2.161975,2.12,38.54295,0.42835,7.516825,Floyd
2001-09,1.616725,0.92,34.1203,0.3714,6.6655,Floyd
2001-10,1.85496,0.02,30.27026667,0.2791,3.014433333,Floyd
2001-11,2.004825,2.98,21.784125,0.27836,4.58295,Floyd
2001-12,2,0.11,12.119375,0.27762,4.0009,Floyd
2002-01,1.9469,0.89,14.501675,0.27688,4.053125,Floyd
2002-02,0.25,0.64,16.838425,0.27614,3.351475,Floyd
2002-03,0.75,1.77,25.093,0.2754,3.932,Floyd
2002-04,0.5513,1.27,32.1112,0.3122,4.814233333,Floyd
2002-05,0,1.39,38.98135,0.2917,3.85375,Floyd
2002-06,0.81505,3.23,39.375575,0.3178,4.4876,Floyd
2002-07,0.47062,2.11,40.602775,0.38115,8.515575,Floyd
2002-08,0,2.38,39.89565,0.4053,6.595225,Floyd
2002-09,0,1.25,33.2465,0.3895,6.181475,Floyd
2002-10,0.8,4.18,24.68963333,0.3656,7.24,Floyd
2002-11,0,0.54,17.401175,0.29935,3.94965,Floyd
2002-12,0,1.46,12.078075,0.31025,4.711775,Floyd
2003-01,0,0,15.8075,0.3034,4.94995,Floyd
2003-02,0,0,19.270125,0.30495,5.458275,Floyd
2003-03,0.75,0.72,30.72295,0.2924,3.6567,Floyd
2003-04,1,1.37,32.83496667,0.3047,3.618866667,Floyd
2003-05,1.68605,1.93,40.4739,0.29925,4.6602,Floyd
2003-06,0.866175,7.69,34.901575,0.38785,6.9815,Floyd
2003-07,0.8,0.06,43.231375,0.36995,4.96535,Floyd
2003-08,3,0.92,40.41405,0.36665,5.429,Floyd
2003-09,1.95474,0.79,33.221075,0.3557,5.989125,Floyd
2003-10,2.162475,1.15,31.12016667,0.3226,3.721533333,Floyd
2003-11,3.21175,0.38,21.17515,0.28435,4.137675,Floyd
2003-12,3.19336,0,15.3113,0.2397,2.774625,Floyd
2004-01,3.57275,2.68,13.547225,0.23325,4.93775,Floyd
2004-02,3,1.89,15.0857,0.22255,5.9821,Floyd
2004-03,0.2,2.62,25.953475,0.2474,4.3572,Floyd
2004-04,0,2.59,30.820275,0.339,6.15655,Floyd
2004-05,0.25,0.15,40.03003333,0.3438,6.049833333,Floyd
2004-06,0.8,6.67,36.224025,0.42835,7.656375,Floyd
2004-07,0,3.06,36.276375,0.5171,11.6324,Floyd
2004-08,0,4.23,31.459125,0.55225,13.947725,Floyd
2004-09,0,2.58,30.70345,0.45135,9.3175,Floyd
2004-10,0,2.23,22.89875,0.3903,6.531875,Floyd
2004-11,0,5.64,15.01416667,0.2976,6.6175,Floyd
2004-12,0,0.57,13.460775,0.28665,4.638,Floyd
2005-01,0,1.74,12.448325,0.283,6.38615,Floyd
2005-02,0,0.87,17.4854,0.29985,6.27095,Floyd
2005-03,0,1.33,22.9962,0.3444,5.377425,Floyd
2005-04,0,0.91,30.66216667,0.37625,5.951433333,Floyd
2005-05,0.36232,2.64,34.498125,0.3885,8.435825,Floyd
2005-06,0.11055,3.36,37.387325,0.39975,8.081325,Floyd
2005-07,0.175575,3.27,37.350775,0.46095,8.902575,Floyd
2005-08,0,3.04,35.281575,0.5007,13.04985,Floyd
2005-09,0,2.07,33.951575,0.4517,7.68765,Floyd
2005-10,0,2.46,25.66473333,0.3872,5.7302,Floyd
2005-11,0.2,0,21.0712,0.3141,2.58845,Floyd
2005-12,1.39575,0,15.33575,0.2743,3.18265,Floyd
2006-01,1.60164,0,16.996825,0.25725,2.3615,Floyd
2006-02,3.2475,0.78,19.552325,0.247,3.39715,Floyd
2006-03,3.50225,1.63,24.9421,0.24475,3.31665,Floyd
2006-04,2.868975,0.6,34.4507,0.28565,3.1125,Floyd
2006-05,1.34304,2.3,40.12865,0.28925,4.334325,Floyd
2006-06,1.84665,1.5,42.76085,0.3138,2.697075,Floyd
2006-07,2,1.08,43.655525,0.35395,3.72995,Floyd
2006-08,2.23528,3.38,36.832875,0.43325,7.738325,Floyd
2006-09,0.25,4.8,30.49875,0.45835,8.943875,Floyd
2006-10,0,3.1,22.5706,0.4243,7.045033333,Floyd
2006-11,0,0.32,19.862325,0.32765,4.904425,Floyd
2006-12,0,2.45,11.990825,0.30395,4.767675,Floyd
2007-01,0,1.17,7.220925,0.2628,6.473075,Floyd
2007-02,0,0.13,17.858575,0.27865,5.007,Floyd
2007-03,0,5.44,23.436775,0.35525,7.31445,Floyd
2007-04,0,1.41,26.99356667,0.4331,8.040766667,Floyd
2007-05,0,4.73,30.385425,0.44085,11.6359,Floyd
2007-06,0,4.79,31.542425,0.4525,12.029225,Floyd
2007-07,0,2.47,34.65235,0.51025,13.61465,Floyd
2007-08,0,2.46,34.041125,0.52715,13.0985,Floyd
2007-09,0,4.38,30.49595,0.5081,10.462025,Floyd
2007-10,0,0.12,27.74153333,0.3848,5.042266667,Floyd
2007-11,0.52235,0.01,22.270275,0.3084,4.037325,Floyd
2007-12,0.62935,1.45,12.25325,0.2786,4.32805,Floyd
2008-01,0.33964,0,12.81495,0.25715,3.75705,Floyd
2008-02,0.6513,0.52,19.707275,0.24865,3.4086,Floyd
2008-03,0.6513,0.4,27.100975,0.2521,3.286375,Floyd
2008-04,1,1.05,32.949575,0.27035,3.3745,Floyd
2008-05,0,4.02,35.48873333,0.3176,4.5592,Floyd
2008-06,1,2.84,40.25345,0.3329,3.74505,Floyd
2008-07,0.2,1.55,37.9798,0.41825,8.47675,Floyd
2008-08,0,2.84,37.6411,0.46435,9.3279,Floyd
2008-09,0,7.13,31.1292,0.48195,9.634575,Floyd
2008-10,0,3.18,24.633575,0.3993,6.4934,Floyd
2008-11,0,0.04,18.91056667,0.3124,3.7118,Floyd
2008-12,0,0,14.5591,0.28425,4.1455,Floyd
2009-01,1.010625,0.08,16.971475,0.26725,3.597025,Floyd
2009-02,1.50005,0.52,20.90125,0.25585,2.63405,Floyd
2009-03,1.40006,0.49,27.1309,0.2647,3.411775,Floyd
2009-04,0.8492,1.91,30.72093333,0.29695,4.121266667,Floyd
2009-05,0.1434,0.81,38.47235,0.3336,6.856175,Floyd
2009-06,0.1622,3.58,38.27005,0.41435,6.8032,Floyd
2009-07,0,3.94,39.091425,0.4352,8.65615,Floyd
2009-08,0,2.26,36.119275,0.46135,7.657725,Floyd
2009-09,0,2.67,30.213375,0.4444,8.040425,Floyd
2009-10,0.1556,0.93,25.227,0.35,5.168233333,Floyd
2009-11,0.395875,0.19,21.4702,0.30225,3.601125,Floyd
2009-12,1.11134,1.17,9.5936,0.2726,5.094575,Floyd
2010-01,0.673425,1.03,13.487425,0.2607,5.381125,Floyd
2010-02,0,1.89,15.701225,0.25815,6.644775,Floyd
2010-03,0,2.41,23.39945,0.2838,4.60305,Floyd
2010-04,0,6.3,27.08633333,0.32775,7.276766667,Floyd
2010-05,0,2.75,34.326925,0.38935,8.50165,Floyd
2010-06,0.19186,3.88,40.642975,0.371,9.22455,Floyd
2010-07,0,6.97,33.21755,0.5298,18.51185,Floyd
2010-08,0,1.64,34.8159,0.49985,12.84725,Floyd
2010-09,0.0484,1.98,32.955075,0.4304,9.24635,Floyd
2010-10,0.25,1.92,29.42586667,0.3523,4.390733333,Floyd
2010-11,0,0.32,19.816175,0.30195,3.100825,Floyd
2010-12,0.25,0,14.508875,0.27495,3.86,Floyd
2011-01,1,0.01,13.623425,0.2669,4.463425,Floyd
2011-02,1,0.38,20.4202,0.24615,3.498625,Floyd
2011-03,1.24372,0.21,29.918025,0.2426,2.660875,Floyd
2011-04,3,0,34.91163333,0.2452,2.0603,Floyd
2011-05,4.3748,0.43,40.32815,0.2407,1.924675,Floyd
2011-06,5,0.19,45.706075,0.25055,0.961575,Floyd
2011-07,4.8386,1.1,47.1946,0.2817,1.72415,Floyd
2011-08,4.93216,0.03,46.3561,0.282,1.49115,Floyd
2011-09,5,0.78,37.6729,0.27255,3.231,Floyd
2011-10,5,2.43,29.4895,0.2504,3.366966667,Floyd
2011-11,4.46154,0.9,18.440325,0.23785,3.31105,Floyd
2011-12,3.52425,1.37,10.700125,0.24275,5.429825,Floyd
2012-01,3.05902,0,17.518725,0.24475,3.262625,Floyd
2012-02,3.5463,0.59,19.35095,0.25755,4.17915,Floyd
2012-03,4.25525,1.32,32.20055,0.30265,4.091825,Floyd
2012-04,3.59575,0.51,37.382125,0.29215,3.4984,Floyd
2012-05,3.22368,0.95,41.75256667,0.25825,4.101633333,Floyd
2012-06,2.654875,3.18,42.4527,0.31035,4.9965,Floyd
2012-07,3.33644,1.14,44.618175,0.34765,4.42705,Floyd
2012-08,3.741275,1.43,42.93805,0.35425,5.11345,Floyd
2012-09,3.86915,3.57,34.33315,0.36325,6.051075,Floyd
2012-10,3.15358,0.33,29.461075,0.3149,3.92555,Floyd
2012-11,3.40845,0.01,22.2189,0.2883,3.1384,Floyd
2012-12,3.51815,0.54,14.749525,0.27185,3.839475,Floyd
2013-01,3.2931,0.97,10.736925,0.2599,4.563925,Floyd
2013-02,2.921375,1.54,17.550925,0.26915,3.673,Floyd
2013-03,2.477625,0.23,27.692225,0.2947,3.672225,Floyd
2013-04,2.9624,0.06,36.3022,0.28165,3.503766667,Floyd
2013-05,4.2014,0.61,40.644375,0.2684,3.195325,Floyd
2013-06,4.3578,2.32,42.47405,0.2995,4.0641,Floyd
2013-07,4.23064,2.63,41.442075,0.3969,8.62645,Floyd
2013-08,4.177,1.83,39.359525,0.41625,8.13975,Floyd
2013-09,4.1904,1.88,35.6746,0.3872,6.031325,Floyd
2013-10,3.67024,1.36,27.23586667,0.329,4.415466667,Floyd
2013-11,3.929,0.56,20.263575,0.29395,4.0579,Floyd
2013-12,3.5668,0.69,12.7916,0.27195,4.67965,Floyd
2014-01,3.5731,0,15.162175,0.253,3.8518,Floyd
2014-02,3.776325,0.08,20.331375,0.241,5.552825,Floyd
2014-03,4.076975,0.17,29.37885,0.2345,2.446375,Floyd
2014-04,4.80042,0.28,32.5106,0.23335,2.710566667,Floyd
2014-05,4.7497,5.41,39.956175,0.2459,3.59635,Floyd
2014-06,3.505525,3.79,36.356925,0.42605,8.467925,Floyd
2014-07,3.4003,3.53,37.3756,0.49555,10.198225,Floyd
2014-08,3.536725,1.87,37.714525,0.47685,8.439375,Floyd
2014-09,3.2281,4.74,28.30885,0.5219,11.748975,Floyd
2014-10,2.7904,0.38,26.5874,0.4651,6.983333333,Floyd
2014-11,2.55545,1.76,17.8044,0.3634,4.98635,Floyd
2014-12,2.5565,0.14,14.01655,0.2885,5.471525,Floyd
2015-01,2.54295,1.11,13.14255,0.27765,6.007475,Floyd
2015-02,1.7431,0.56,16.965725,0.2698,6.603475,Floyd
2015-03,1.73682,0.28,29.61735,0.2954,4.99975,Floyd
2015-04,1.751575,2.56,30.1631,0.38995,6.5978,Floyd
2015-05,0.423175,11.46,27.3978,0.4002,10.23525,Floyd
2015-06,0,2.74,35.307175,0.43955,11.05465,Floyd
2015-07,0,3.81,36.439325,0.5073,12.72025,Floyd
2015-08,0,1.13,37.26025,0.4608,10.01615,Floyd
2015-09,0.92724,0.63,35.271325,0.39395,6.8099,Floyd
2015-10,1.09445,3.7,27.1043,0.3291,5.477633333,Floyd
2015-11,0,1.63,18.247075,0.29105,4.6826,Floyd
2015-12,0,1.56,10.151625,0.26435,4.2253,Floyd
2016-01,0,0.24,11.717925,0.252,5.730025,Floyd
2016-02,0,0.39,21.0296,0.2611,3.268866667,Floyd
2016-03,0.16328,0.41,26.194275,0.31155,3.95695,Floyd
2016-04,0.999675,1.94,31.5029,0.3499,6.01345,Floyd
2016-05,0,2.99,35.1102,0.37265,8.195466667,Floyd
2016-06,0,2.1,38.585275,0.40505,9.31815,Floyd
2016-07,0.6058,1.45,42.165975,0.3984,6.04425,Floyd
2016-08,1.12856,4.58,35.37615,0.481,9.53475,Floyd
2016-09,0.124375,2.62,31.188525,0.51955,10.205375,Floyd
2016-10,0.0543,0.62,29.149475,0.40465,6.348425,Floyd
2016-11,0.05206,1.05,20.02173333,0.3244,3.875066667,Floyd
2016-12,0,0.9,12.4173,0.2968,4.70135,Floyd
2017-01,0,2.21,13.461975,0.26765,5.0041,Floyd
2017-02,0,1.12,20.81205,0.2686,3.64865,Floyd
2017-03,0.1889,2.02,27.730075,0.311,5.22875,Floyd
2017-04,0,1.41,29.94776667,0.3509,6.3814,Floyd
2017-05,0.2,1.07,36.88715,0.32485,5.55435,Floyd
2017-06,0.419475,3.44,40.17535,0.35705,5.741525,Floyd
2017-07,0.0844,2.88,39.30405,0.4289,7.06685,Floyd
2017-08,0.08344,4.86,33.4736,0.52235,12.679275,Floyd
2017-09,0,4.5,32.6203,0.4612,9.978975,Floyd
2017-10,0,0.61,26.1857,0.4237,5.4051,Floyd
2017-11,0.576225,0,21.573675,0.32745,3.74895,Floyd
2017-12,1.70375,0,15.228,0.2944,3.628575,Floyd
2018-01,2.97722,0,14.346525,0.26645,3.4931,Floyd
2018-02,3.898775,0.25,19.040375,0.2503,4.16445,Floyd
2018-03,3.89875,0.93,27.78145,0.24325,2.5719,Floyd
2018-04,3.2955,0.21,33.33576667,0.2656,3.117833333,Floyd
2018-05,3.33358,1.61,39.380225,0.27825,2.815025,Floyd
2018-06,2.868325,3.34,40.7932,0.336,3.8792,Floyd
2018-07,2.71072,1.3,42.938475,0.3553,4.305175,Floyd
2018-08,2.7022,2.56,38.434775,0.4111,6.791775,Floyd
2018-09,2.21755,4.32,30.632925,0.4354,9.71325,Floyd
2018-10,0.41476,4.54,20.04126667,0.3755,7.840833333,Floyd
2018-11,0,0.23,17.0708,0.34115,4.5517,Floyd
2018-12,0,1.05,9.7678,0.29335,4.97145,Floyd
2019-01,0.02902,0,15.047475,0.2789,4.698825,Floyd
2019-02,1.226975,0,18.400125,0.26945,5.029875,Floyd
2019-03,1.3096,1.1,23.797125,0.2952,4.7181,Floyd
2019-04,0.36814,1.91,32.4269,0.3632,7.2267,Floyd
2019-05,0,4.83,32.96245,0.3934,10.3199,Floyd
2019-06,0,3.63,36.1455,0.3976,9.264925,Floyd
2019-07,0.2023,0.93,41.478825,0.40795,7.8925,Floyd
2019-08,1.713325,0.98,41.2353,0.3995,6.368325,Floyd
2019-09,2.424775,5.86,33.3715,0.46685,7.924825,Floyd
2019-10,0.2,0.61,24.44386667,0.3849,5.118066667,Floyd
2019-11,0,0.96,17.899,0.29775,4.57305,Floyd
2019-12,0.0078,0.79,13.60645,0.27685,4.248025,Floyd
2020-01,0,0.44,14.3323,0.2746,4.204475,Floyd
2020-02,0,0.59,19.1269,0.27005,5.685225,Floyd
2020-03,0,2.6,23.855775,0.31665,5.9783,Floyd
2020-04,0.001375,0.1,35.53915,0.351,5.32625,Floyd
2020-05,0.63065,1.17,39.00303333,0.30385,5.6819,Floyd
2020-06,2.18682,1.11,43.881425,0.28525,4.183025,Floyd
2020-07,3.209175,1.11,45.9365,0.3003,3.47855,Floyd
2020-08,3.395025,1.11,43.4678,0.31865,3.87665,Floyd
2020-09,3.12206,0.58,37.51715,0.2853,4.839975,Floyd
2020-10,4.21495,1.05,28.550825,0.26785,3.796175,Floyd
2020-11,3.8175,0.1,23.0426,0.261,3.700033333,Floyd
2020-12,3.93428,0.25,16.85965,0.2627,3.886875,Floyd
2021-01,3.500075,0.73,12.574175,0.25345,5.07035,Floyd
2021-02,3.523575,0.08,11.90445,0.25525,4.3565,Floyd
2021-03,3.63526,1.89,27.5951,0.29285,3.8707,Floyd
2021-04,2.3579,0.34,32.55846667,0.31885,4.700366667,Floyd
2021-05,2.311925,4.08,31.825875,0.3388,7.755125,Floyd
2021-06,0.53654,3.95,37.6123,0.39685,8.344575,Floyd
2021-07,0,2.99,35.1149,0.5168,12.701225,Floyd
2021-08,0,2.5,34.596975,0.5063,11.244425,Floyd
2021-09,0.3511,0.55,34.337075,0.40445,7.097975,Floyd
2021-10,0.90265,1,29.51713333,0.3394,3.784666667,Floyd
2021-11,1.72236,0,23.319925,0.28575,3.11375,Floyd
2021-12,2.35715,0,18.400625,0.2642,2.2385,Floyd
2000-02,2.17976,0.32,23.1613,0.1996,1.5647,Gaines
2000-03,2.72955,3.07,29.876225,0.2143,2.607475,Gaines
2000-04,1.80605,2.36,39.309975,0.2358,1.78425,Gaines
2000-05,2.09982,1.02,43.1508,0.22825,1.1187,Gaines
2000-06,1.8382,4.55,41.221875,0.3073,3.91225,Gaines
2000-07,1,0.72,42.9258,0.3569,3.3214,Gaines
2000-08,1.3199,0.01,44.4637,0.33965,2.621666667,Gaines
2000-09,3,0,41.553225,0.29145,1.955375,Gaines
2000-10,3.53532,3.3,25.291025,0.23455,5.33895,Gaines
2000-11,2.020075,1.74,14.558,0.2162,4.945833333,Gaines
2000-12,2.0352,0.79,12.067375,0.2016,4.674075,Gaines
2001-01,1.9091,1,13.72525,0.216228571,5.42335,Gaines
2001-02,1.5276,0.63,17.192325,0.230857143,4.846325,Gaines
2001-03,1.5276,2.45,26.13545,0.245485714,4.75935,Gaines
2001-04,1.4833,0.01,33.60063333,0.260114286,3.724466667,Gaines
2001-05,1.5266,2.74,40.30245,0.274742857,2.61585,Gaines
2001-06,1.810775,0.85,47.45155,0.289371429,1.07685,Gaines
2001-07,2.53504,0.41,46.88465,0.304,1.8347,Gaines
2001-08,3.297875,1.79,41.880375,0.30755,4.286175,Gaines
2001-09,3,0.69,35.3672,0.3031,3.74765,Gaines
2001-10,3,0.08,31.79336667,0.2477,2.108666667,Gaines
2001-11,3.2131,3.83,23.268625,0.24154,3.959125,Gaines
2001-12,3.057,0.09,15.00125,0.23538,3.351725,Gaines
2002-01,3.05472,0.8,16.673425,0.22922,3.410775,Gaines
2002-02,2.26485,0.77,19.25005,0.22306,2.687275,Gaines
2002-03,2,1.66,27.991675,0.2169,2.699225,Gaines
2002-04,0.31534,2.34,33.18953333,0.24675,2.835666667,Gaines
2002-05,0.033275,1.21,39.294575,0.2505,2.27855,Gaines
2002-06,1.05065,2.82,42.35365,0.27945,2.604375,Gaines
2002-07,1.35864,2.27,41.120275,0.3624,5.11135,Gaines
2002-08,1.084975,2.51,41.2979,0.3708,4.10775,Gaines
2002-09,1.39365,0.72,36.13505,0.33225,4.4925,Gaines
2002-10,1.23836,4.94,24.27016667,0.2965,6.536566667,Gaines
2002-11,0.38435,0.5,20.368275,0.2354,3.660175,Gaines
2002-12,0.07078,2.12,13.72655,0.22735,4.37655,Gaines
2003-01,0,0,17.837575,0.23285,4.261975,Gaines
2003-02,0,0.02,18.90865,0.24215,4.8071,Gaines
2003-03,0.75,0.43,30.1438,0.2609,2.946075,Gaines
2003-04,1,2.13,35.87736667,0.2516,2.233266667,Gaines
2003-05,2.3102,1.69,42.363875,0.2323,2.00135,Gaines
2003-06,1.614375,6.74,40.391275,0.28435,3.652825,Gaines
2003-07,1.38832,0.3,44.955825,0.3146,3.91375,Gaines
2003-08,2.750025,0.87,41.410125,0.3269,3.782325,Gaines
2003-09,3.22084,0.42,34.62855,0.32485,4.848875,Gaines
2003-10,3.71145,0.66,33.5255,0.2908,3.6173,Gaines
2003-11,3.7511,0.44,22.232025,0.25145,3.782825,Gaines
2003-12,3.82268,0,17.318225,0.2062,2.7661,Gaines
2004-01,4.19645,2.84,14.22465,0.20835,4.82305,Gaines
2004-02,4.0644,1.9,15.82415,0.20915,4.87435,Gaines
2004-03,1.78104,2.46,28.922025,0.23885,4.434925,Gaines
2004-04,0.00015,2.82,34.0479,0.28265,4.43975,Gaines
2004-05,0.25,0.17,41.3654,0.269,3.8247,Gaines
2004-06,1.78708,4.79,43.128975,0.2936,3.585575,Gaines
2004-07,0.9875,4.07,41.1236,0.3752,6.267675,Gaines
2004-08,0.04784,3.11,35.02685,0.4538,9.399275,Gaines
2004-09,0,2.69,31.847775,0.4185,9.02565,Gaines
2004-10,0,2.3,24.01795,0.34265,5.260325,Gaines
2004-11,0,6.24,16.93606667,0.2582,6.097433333,Gaines
